55665264550307840,11851,1,25,16777215,"""76235a7""","""这个脸""",1633264266,1,"""55665264550307840"""
55665347524862976,18038,1,25,16777215,"""d146fc0e""","""你俩还挺熟""",1633264424,10,"""55665347524862976"""
55665379892731392,13025,4,25,15138834,"""66283ff1""","""一步一个脚印""",1633264486,1,"""55665379892731392"""
55665381589373440,18185,1,25,16777215,"""e050ddc9""","""明明是一只奶牛""",1633264489,1,"""55665381589373440"""
55665382730505216,13964,5,25,15138834,"""6b3aeb35""","""《多卫生，多干净》""",1633264491,10,"""55665382730505216"""
55665392217559552,32113,1,25,16777215,"""12476195""","""手机吓掉了属于是""",1633264509,10,"""55665392217559552"""
55665411030027264,21012,1,25,16777215,"""2ae240e8""","""彼此彼此""",1633264545,1,"""55665411030027264"""
55665417512348160,19927,5,25,15138834,"""e5dd4162""","""狗届佐罗""",1633264557,1,"""55665417512348160"""
55665436518309888,25324,1,25,16777215,"""fb35a21d""","""狗：我可能不是人，但你是真的狗""",1633264594,1,"""55665436518309888"""
55665462196896256,17538,1,25,16777215,"""52f82bb7""","""笑死我了哈哈哈哈哈哈""",1633264643,10,"""55665462196896256"""
55665465560391680,30559,5,25,15138834,"""81c247b7""","""这在印度不得供起来当个神啥的啊""",1633264649,1,"""55665465560391680"""
55665475451903488,26798,1,25,16777215,"""6a328416""","""狗狗可听不得这话""",1633264668,1,"""55665475451903488"""
55665481678389760,872,5,25,16646914,"""c9afb9f2""","""哮天犬-印度分区""",1633264680,10,"""55665481678389760"""
55665484894323712,26305,1,25,16777215,"""c9545f47""","""草，走，忽略""",1633264686,9,"""55665484894323712"""
55665519506908672,19110,5,25,16707842,"""aa5c8714""","""庸子，海盗狗稀罕你嗷，干净到一块去了""",1633264752,1,"""55665519506908672"""
55665527415653376,20782,5,25,16707842,"""aa5c8714""","""多年好兄弟""",1633264767,1,"""55665527415653376"""
55665527447214592,16025,1,25,16777215,"""7399558a""","""庸哥挺上镜啊""",1633264767,1,"""55665527447214592"""
55665569535900672,11619,1,25,16777215,"""c74d8e27""","""卧槽，炫狗""",1633264847,1,"""55665569535900672"""
55665584402647552,12579,5,25,15138834,"""678014da""","""背上是二筒""",1633264876,10,"""55665584402647552"""
55665587747830784,14156,1,25,16777215,"""ae200ed9""","""甩一身哈""",1633264882,1,"""55665587747830784"""
55665624151022080,25877,4,25,11890,"""81626fb3""","""这肚子，是只刚生完宝宝的狗妈妈""",1633264952,1,"""55665624151022080"""
55665640684134400,17186,1,25,16777215,"""f75d3e6e""","""跟庸子自来熟啊""",1633264983,1,"""55665640684134400"""
55665682962983936,32113,1,25,16777215,"""7f9bdf8c""","""干净又卫生""",1633265064,1,"""55665682962983936"""
55665772563350528,24105,1,25,16777215,"""8bc7a7a1""","""小狗伤心了""",1633265235,10,"""55665772563350528"""
55665824135125504,3839,1,25,16777215,"""7a2d25c2""","""经典回归""",1633265333,9,"""55665824135125504"""
55665837372825088,11085,1,25,16777215,"""21fc8d64""","""为什么印度的狗都长的这么出其不意，没有规律""",1633265358,1,"""55665837372825088"""
55665839371254272,12683,5,25,15138834,"""f72e9387""","""一见如故""",1633265362,1,"""55665839371254272"""
55665919365090816,12091,5,25,16707842,"""1a7465d6""","""逆转锅来虾卧一跳""",1633265515,10,"""55665919365090816"""
55665921737953792,27557,1,25,16777215,"""67041546""","""还挺漂亮的这狗哈哈哈哈哈""",1633265519,1,"""55665921737953792"""
55666004656143360,5699,5,25,16646914,"""ef2c7399""","""搁这儿祈祷呢""",1633265677,10,"""55666004656143360"""
55666023018344448,27362,1,25,16777215,"""f5038607""","""你怎么这样！！你再踢！！（doge）""",1633265712,1,"""55666023018344448"""
55666039777935360,15874,1,25,16777215,"""dc5abbea""","""我愿给它取名为“二饼”""",1633265744,1,"""55666039777935360"""
55666039874366976,31005,1,25,16777215,"""e73db414""","""狗:你礼貌吗""",1633265745,1,"""55666039874366976"""
55666046231871488,14699,1,25,16777215,"""3818daf5""","""哈哈哈哈哈哈哈海盗狗""",1633265757,1,"""55666046231871488"""
55666072656556544,32113,1,25,16777215,"""b35e8318""","""极品串""",1633265807,9,"""55666072656556544"""
55666142314489344,19743,5,25,41194,"""3b288f8f""","""小奶狗？""",1633265940,1,"""55666142314489344"""
55666152546008064,24019,1,25,16777215,"""7607f3bd""","""我喜欢这狗，亲近人！""",1633265959,1,"""55666152546008064"""
55666156976529920,24072,1,25,16776960,"""ebbc4d63""","""往他身上蹭啊""",1633265968,1,"""55666156976529920"""
55666242480576512,29839,1,25,16777215,"""9c90fb29""","""天书奇谭里的老狐狸""",1633266131,10,"""55666242480576512"""
55666255420029952,29939,1,25,16777215,"""9fea5fa4""","""小东西长的挺别致""",1633266156,1,"""55666255420029952"""
55666271693371392,13488,5,25,15138834,"""95d594aa""","""狗：干净又卫生啊兄弟们""",1633266187,1,"""55666271693371392"""
55666287449262592,30164,5,25,15772458,"""86f73c42""","""奶 狗""",1633266217,1,"""55666287449262592"""
55666343027170816,17079,1,25,16777215,"""1de88634""","""全甩身上了""",1633266323,1,"""55666343027170816"""
55666415340975104,3119,1,25,16777215,"""f3638fe""","""修勾好可爱""",1633266461,9,"""55666415340975104"""
55666438500834816,11481,5,25,15138834,"""bf740476""","""奥楚蔑洛夫""",1633266505,10,"""55666438500834816"""
55666485783750144,32113,1,25,16777215,"""31bade04""","""我是布洛特亨德尔！""",1633266595,1,"""55666485783750144"""
55666526450361344,14006,1,25,16777215,"""d0563129""","""雨露均沾""",1633266673,1,"""55666526450361344"""
55666753915251200,16699,1,25,16707842,"""15dca588""","""狗：今天吃个刘墉，干净又卫生""",1633267106,1,"""55666753915251200"""
55666977021339136,16920,1,25,16777215,"""49535b6c""","""还挺亲人""",1633267532,1,"""55666977021339136"""
55666987675392512,27920,1,25,16777215,"""49535b6c""","""刚生完小狗狗""",1633267552,1,"""55666987675392512"""
55667037333897728,31659,1,25,16777215,"""f2a99a43""","""一句国粹，草，我三连了""",1633267647,1,"""55667037333897728"""
55667081335597568,31795,5,25,16777215,"""288025b9""","""卡卡西""",1633267731,1,"""55667081335597568"""
55667145101556736,26699,1,25,16777215,"""9241377c""","""哈哈哈哈哈哈哈哈哈哈哈哈哈哈""",1633267853,9,"""55667145101556736"""
55667187679005696,20188,1,25,16777215,"""fec4638d""","""金康杰""",1633267934,1,"""55667187679005696"""
55667221999507968,14903,1,25,16777215,"""43337bac""","""这在印度还不得封神啊""",1633267999,1,"""55667221999507968"""
55667224845279232,33000,1,25,16777215,"""b350059a""","""丑萌丑萌的，主要是很乖""",1633268005,1,"""55667224845279232"""
55667296551152128,6904,1,25,16777215,"""e4f34584""","""《全球通用语言》""",1633268141,10,"""55667296551152128"""
55667364770637312,24002,1,25,16777215,"""e64ec8aa""","""优美的中国话""",1633268272,10,"""55667364770637312"""
55667369972952576,26961,1,25,16777215,"""a3432095""","""招猫逗狗""",1633268282,1,"""55667369972952576"""
55667378118864384,24825,1,25,15138834,"""8f72c3b5""","""花姑娘，浑身都是花啊！""",1633268297,1,"""55667378118864384"""
55667378546834944,26108,1,25,16777215,"""9301eafe""","""经典老番""",1633268298,1,"""55667378546834944"""
55667385036944896,14002,1,25,16777215,"""5323e7a2""","""印度熊猫""",1633268310,1,"""55667385036944896"""
55667487133146112,18533,1,25,16777215,"""e5a18fb""","""二筒哈哈哈""",1633268505,1,"""55667487133146112"""
55667497779872768,17842,1,25,16777215,"""aeffff11""","""老乡见老乡""",1633268525,9,"""55667497779872768"""
55667499930393088,26060,1,25,16777215,"""b698afdf""","""哈哈哈啊哈笑死了""",1633268529,9,"""55667499930393088"""
55667500304873984,21482,1,25,16777215,"""b18de132""","""卧槽，炫狗""",1633268530,1,"""55667500304873984"""
55667501051421184,26322,1,25,16777215,"""4e2a6eb7""","""哈哈哈哈哈哈哈哈哈哈哈哈""",1633268532,9,"""55667501051421184"""
55667510869559808,30416,1,25,15138834,"""3fb142f8""","""舔到录屏结束间了""",1633268550,1,"""55667510869559808"""
55667604917572096,15668,1,25,16777215,"""9cee2dfe""","""快 甩他一身""",1633268730,1,"""55667604917572096"""
55667847705929728,11918,5,25,16707842,"""ed01bf61""","""认老大来了！""",1633269193,10,"""55667847705929728"""
55667868446682112,20021,1,25,16777215,"""710d4072""","""这不是矮大紧吗""",1633269232,1,"""55667868446682112"""
55667935693409792,14996,1,25,16777215,"""46f5d56f""","""全世界的叫狗都是一样的""",1633269361,1,"""55667935693409792"""
55667963442819072,21467,1,25,16776960,"""2a8a34ea""","""主公,此乃的卢啊!!!""",1633269413,1,"""55667963442819072"""
55668096301249024,11996,1,25,16777215,"""95c2151""","""背上拔了罐""",1633269667,9,"""55668096301249024"""
55668153025891328,30240,1,25,15138834,"""178ab4f8""","""喝了恒河水的狗""",1633269775,1,"""55668153025891328"""
55668185428127744,19979,1,25,15138834,"""229c3781""","""全国统一叫狗声：啾啾啾""",1633269837,1,"""55668185428127744"""
55668192651596288,11282,1,25,9487136,"""a53ee6f""","""狗子：你礼貌吗""",1633269851,10,"""55668192651596288"""
55668225568150016,11477,5,25,15772458,"""caa835b0""","""《周小狄，你不要走过来！！！》""",1633269913,1,"""55668225568150016"""
55668243071369216,4959,1,25,16777215,"""21d20f2c""","""经典咏流传！""",1633269947,9,"""55668243071369216"""
55668332338152448,14799,1,25,16777215,"""f5b5be4b""","""黑白郎君""",1633270117,1,"""55668332338152448"""
55668366256609792,10906,1,25,16777215,"""1b11d094""","""我去，海盗狗！""",1633270182,1,"""55668366256609792"""
55668407822600192,26399,1,25,16777215,"""b91dc158""","""哈哈哈哈哈好好说话，咋还踢上了""",1633270261,1,"""55668407822600192"""
55668424394963968,24989,4,25,16646914,"""36f2cf0b""","""毒奶""",1633270293,1,"""55668424394963968"""
55668439152623104,11905,5,25,16776960,"""f43ce218""","""用中文命令印度狗""",1633270321,1,"""55668439152623104"""
55668443432720384,14899,1,25,16777215,"""4fa4a584""","""干净又卫生""",1633270329,1,"""55668443432720384"""
55668607898909184,19479,1,25,16777215,"""d9979a09""","""这一甩我绷不住了""",1633270643,10,"""55668607898909184"""
55668678398077440,20706,1,25,16777215,"""403ac14f""","""卧槽，选购""",1633270777,10,"""55668678398077440"""
55668727717577216,29090,5,25,15138834,"""8c1d94fe""","""说词！""",1633270871,9,"""55668727717577216"""
55668728106406400,20159,1,25,16777215,"""262affcb""","""笑死我了哈哈""",1633270872,9,"""55668728106406400"""
55668894035143680,30892,1,25,16707842,"""7272ef42""","""我为什么觉得背上的圈圈好可爱啊""",1633271188,1,"""55668894035143680"""
55668933109299200,16111,5,25,16707842,"""178ab4f8""","""食蚁兽""",1633271263,10,"""55668933109299200"""
55668958948507648,16811,5,25,16707842,"""2a7cda1b""","""赐你圣水""",1633271312,1,"""55668958948507648"""
55668981571380736,22899,1,25,16777215,"""d7e034a7""","""狗:你礼貌么？""",1633271355,1,"""55668981571380736"""
55669169114331136,26259,1,25,16777215,"""6bcb1766""","""哈哈哈哈哈哈哈哈哈哈哈""",1633271713,9,"""55669169114331136"""
55669177039464448,31785,5,25,16707842,"""6071eec1""","""狗：这人干净又卫生兄弟们""",1633271728,1,"""55669177039464448"""
55669193988697600,32113,1,25,16777215,"""23605171""","""下崽了弄回来个""",1633271761,1,"""55669193988697600"""
55669349994838528,18958,1,25,16777215,"""28b36e83""","""甩了一身""",1633272058,1,"""55669349994838528"""
55669376981990400,32113,1,25,16777215,"""d6f61100""","""印度狗狗 干净又卫生！""",1633272110,1,"""55669376981990400"""
55669489626032128,26179,1,25,16777215,"""e0034a1a""","""卧槽选购""",1633272324,10,"""55669489626032128"""
55669520750720000,25514,1,25,15138834,"""b21c618c""","""说词儿，憋着上厕所呢""",1633272384,1,"""55669520750720000"""
55669667329032704,4688,1,25,15138834,"""909942ff""","""祈祷nia""",1633272663,8,"""55669667329032704"""
55669877869115904,13136,5,25,15138834,"""b3f99a70""","""怎么不吃了啊哈哈哈""",1633273065,1,"""55669877869115904"""
55670505149688832,12727,4,25,16777215,"""8a14de9b""","""《认亲》""",1633274261,1,"""55670505149688832"""
55670539417165824,7179,1,25,16777215,"""8302f03b""","""全球唤狗都是一个音""",1633274327,1,"""55670539417165824"""
55670551636390400,14453,1,25,16777215,"""2d3033""","""卧槽选购！""",1633274350,9,"""55670551636390400"""
55670615881846784,7145,1,25,16777215,"""41b485e4""","""倒叙手法""",1633274473,8,"""55670615881846784"""
55670797698620928,20935,1,25,16777215,"""46af63c5""","""我还以为你专门去再次找海盗狗""",1633274819,1,"""55670797698620928"""
55670924871623168,526,5,25,15138834,"""2cef37f9""","""新狗子""",1633275062,1,"""55670924871623168"""
55670984415459328,8848,5,25,15138834,"""2515b66c""","""海盗狗，What\'s up""",1633275176,1,"""55670984415459328"""
55671253979411456,11114,5,25,15138834,"""81a961c0""","""哈 维 丹 特""",1633275690,1,"""55671253979411456"""
55671301813221888,23987,1,25,15138834,"""1bfa6a22""","""没想到你是这样up主竟然踢小动物我取关了（狗头）""",1633275781,1,"""55671301813221888"""
55671915142020096,13704,1,25,16777215,"""d2065277""","""卧槽 选购""",1633276951,1,"""55671915142020096"""
55671927858548224,20776,5,25,15138834,"""d2065277""","""炫 狗""",1633276975,1,"""55671927858548224"""
55671941438132224,4003,5,25,15138834,"""d2065277""","""许 昊 龙""",1633277001,1,"""55671941438132224"""
55672010222655488,29817,1,25,16777215,"""90ea9951""","""卧槽选购""",1633277132,10,"""55672010222655488"""
55672118868917760,1877,5,25,15138834,"""8904d05""","""狗：哟，老外诶嘿""",1633277339,1,"""55672118868917760"""
55672123823758336,24207,1,25,16777215,"""76809bfc""","""作品名称《二筒》""",1633277349,10,"""55672123823758336"""
55672160447672320,31505,1,25,16777215,"""89ace0a5""","""狗：你礼貌吗""",1633277419,1,"""55672160447672320"""
55672234297584128,1139,1,25,16777215,"""5321f8a0""","""庸子的新朋友系列""",1633277559,1,"""55672234297584128"""
55672476863793664,29899,1,25,16777215,"""3e7f19b7""","""修勾勾超可爱！不要踢她！""",1633278022,1,"""55672476863793664"""
55672508097231360,11938,1,25,16777215,"""9ce765d7""","""100001斑点狗""",1633278082,1,"""55672508097231360"""
55672619368432640,31262,1,25,16777215,"""1ad940b5""","""哈哈哈 海盗狗 哈哈哈哈哈哈""",1633278294,1,"""55672619368432640"""
55672722412518400,15339,5,25,16777215,"""e25d94fa""","""随 机 生 成""",1633278490,1,"""55672722412518400"""
55672725081150976,15339,5,25,15138834,"""e25d94fa""","""随 机 生 成""",1633278496,1,"""55672725081150976"""
55672728156551680,15339,5,25,16707842,"""e25d94fa""","""随 机 生 成""",1633278501,1,"""55672728156551680"""
55672732208132608,15339,5,25,38979,"""e25d94fa""","""随 机 生 成""",1633278509,1,"""55672732208132608"""
55672735464160768,15339,5,25,41194,"""e25d94fa""","""随 机 生 成""",1633278515,1,"""55672735464160768"""
55672739623735296,15339,5,25,14811775,"""e25d94fa""","""随 机 生 成""",1633278523,1,"""55672739623735296"""
55672742460692992,15339,5,25,11890,"""e25d94fa""","""随 机 生 成""",1633278529,1,"""55672742460692992"""
